symbol	factor	F1_Liver	F2	F3_Exocrine	F4_CellCycle	F5_ActivatedStroma	F6_BasalLike	F7_Immune	F8_Classical	F9_Lung	F10	F11_Muscle	F12_Endocrine	F13_NormalStroma	F14
TYMP	2	0.8096	1.3198	0.1713	0.0821	1.0445	0.6461	0.8092	0.59	0.8689	1.1903	0.3226	0.5451	0.1959	1.1129
TYMS	4	0.5529	0.4443	0.3756	2.3674	1.1107	1.2203	1.0198	0.9058	0.4082	0.7404	0.4808	0.4458	0.4253	1.3706
TYR	10	0.4856	0.5341	0.5049	0.4492	0.1891	0.4393	0.3043	0.3911	0.199	1.027	0.4122	0.3875	0.3208	0.9058
TYRO3	14	0.2653	1.0233	0.7594	0.7746	0.3578	0.3321	0.3557	0.5536	0.8079	1.0493	0.4538	0.6064	0.6704	1.2442
TYROBP	5	1.92	1.3176	0.8708	0	3.7982	0	2.3985	0.4121	2.5214	1.8443	0.9495	1.1975	0.7646	1.2816
TYRP1	9	0.1801	0.2416	0.1627	0.2982	0.349	0.2028	0.0311	0.4265	0.7268	0.1851	0.6841	0.3247	0.3683	0.1452
TYSND1	2	0.281	0.9105	0.4254	0.7308	0.301	0.6074	0.4305	0.5073	0.461	0.2627	0.4356	0.3314	0.164	0.3993
TYW1	10	0.5614	0.9063	0.4422	0.8053	0.3281	0.8386	0.6527	0.5348	0.4904	0.9228	0.6558	0.6245	0.7191	0.5104
TYW3	10	0.6605	0.9281	0.6582	1.0488	0.3776	0.742	0.5544	0.1492	0.5032	1.0717	0.7877	0.5423	0.8073	0.7036
U2AF1	10	0.9201	1.5157	1.157	1.2601	0.8107	1.077	1.2739	0.9514	1.0377	1.6913	1.0205	1.018	0.9987	1.1267
U2AF1L4	7	0.2474	0.2292	0.4063	0.4581	0.0589	0.3404	0.5026	0.2101	0.2566	0.4304	0.358	0.2354	0.2122	0.0162
U2AF2	10	0.2457	0.6373	0.129	0.6463	0.1995	0.3416	0.3391	0.2372	0.2296	0.659	0.406	0.2724	0.1452	0.2711
UACA	5	0.3046	0.4169	0.2362	0.528	1.3008	0.6471	0.2491	0.5619	0.4415	0.8489	0.8031	0.5689	0.9266	0
UAP1	4	0.5946	0.4137	0.9883	1.5425	1.272	0.5868	0.5042	0.6793	0.6565	0	1.2282	0.2894	0.9939	1.4039
UAP1L1	2	0.2951	1.007	0.233	0.298	0.6798	0.3032	0.7856	0.1793	0.504	0.7426	0.3163	0.4522	0.2133	0.4952
UBA1	2	0.4224	1.1144	0.3924	0.8844	0.4688	0.5267	0.4051	0.7041	0.4627	0.5454	0.8031	0.598	0.2474	0.4524
UBA2	14	0.7382	0.2712	1.0576	1.5621	0.9457	1.3154	1.1117	0.5548	0.807	0.652	1.3127	0.8054	1.3946	1.7763
UBA3	4	0.5278	0.1335	0.8059	1.2927	0.8372	0.9133	0.8276	0.6445	0.7443	0	1.0465	0.7129	0.8069	0.9701
UBA5	3	0.9729	0.3343	1.6019	1.5442	0.7725	0.9739	1.0496	0.3375	0.7313	1.0118	0.7252	0.6288	0.8563	0.662
UBA52	2	1.0027	2.0741	1.385	1.6684	1.1137	1.2943	1.4907	1.1782	1.3038	1.471	1.5203	1.1397	1.4617	1.7698
UBA6	6	0.326	0.2679	0.3323	0.5258	0.2778	0.9778	0.4817	0.3356	0.2098	0.617	0.1877	0.0815	0.2518	0
UBA7	7	0.393	0.651	0.5757	0.2582	0.6319	0.476	1.3963	1.138	0.8695	0.1323	0.2614	0.7733	0.5954	0.4253
UBAC1	11	1.1133	0.8957	1.0003	1.1341	0.7785	1.2633	1.0328	0.9721	1.1328	1.1717	1.7879	0.8935	1.1298	0.9888
UBAC2	11	0.6988	0.761	0.6659	0.9195	0.8396	0.9928	0.7195	0.8843	0.6712	0.5826	1.1316	0.4186	0.5104	0.9487
UBAP1	14	0.744	0.5894	0.5659	0.7108	0.8376	0.7859	0.6255	0.8574	0.7964	0.4764	1.034	0.5765	0.7235	1.0501
UBAP2	10	0.3834	0.7035	0.4623	0.9938	0.5977	0.6695	0.5621	0.8512	0.558	1.0473	0.8794	0.7699	0.5662	0.7549
UBAP2L	10	0.2582	0.6822	0.1922	0.6264	0.2127	0.5311	0.2347	0.4402	0.3083	0.8943	0.4136	0.2764	0.3157	0.0622
UBASH3A	7	0.0939	0.1725	0.1	0.1129	0.2654	0.1136	1.5808	0.2034	0.1093	0.0286	0.0204	0.2966	0.2607	0.0067
UBASH3B	4	0	0	0.0065	0.637	0.5111	0.1789	0.2276	0.0431	0.1458	0	0.081	0.0537	0	0
UBB	4	1.7547	2.3369	1.5068	2.4197	1.6459	1.6756	1.5028	1.944	1.9344	1.5374	2.3341	2.0878	1.5773	1.9196
UBC	11	1.6168	2.2912	1.0976	2.2838	1.991	1.9315	1.5305	1.8592	1.9348	1.9747	2.4625	2.2457	1.7734	1.9513
UBD	7	1.8075	0.6354	2.1447	0.3402	2.3731	1.8373	3.1303	2.6303	0.9557	0.5979	0	2.663	0	0.4693
UBE2A	14	0.8767	0.8265	0.8948	1.3714	1.1178	1.4019	1.06	1.1278	1.1053	0.9957	1.2336	0.9489	1.335	1.4443
UBE2B	11	0.8714	0.6733	0.8837	0.7623	0.3465	0.763	0.7198	0.5151	0.9131	0.4556	1.0665	0.2983	0.8562	0.3808
UBE2C	4	0.2869	1.2821	0	2.2244	1.0427	2.1744	0.9659	1.2324	0.1625	1.6977	0.7317	0	0	1.2672
UBE2CBP	4	0.2766	0.0014	0.6532	1.1104	0.069	0.4357	0.5686	0	0.5049	0.4851	0.6622	0.4864	0.6412	0.2199
UBE2D1	11	0.5501	0.2476	0.5401	0.8644	0.8153	0.845	0.6385	0.5737	0.7311	0.2193	1.3227	0.289	0.6629	0.7833
UBE2D2	4	0.5574	0.8304	0.7719	1.3206	0.7505	0.9345	0.8497	0.6722	0.7691	0.3739	1.0249	0.6325	0.9113	1.022
UBE2D3	4	1.0485	0.87	1.1564	1.6545	1.0547	1.3584	1.3414	1.0733	1.278	0.5875	1.6305	0.8645	0.9388	1.6122
UBE2D3P	4	0.1189	0	0.4581	0.7802	0.393	0.5905	0.2524	0.2259	0.0976	0	0.76	0.0569	0.1263	0.3256
UBE2D4	11	0.76	0.6776	0.9719	0.7487	0.3662	0.4107	0.2344	0.5002	0.5358	0.5876	1.3039	0.6511	0.8567	0.7861
UBE2DNL	14	0.2892	0.9892	0.108	0	0.2608	0.0675	0.0298	0.4131	0.2321	0.1981	0.2851	0.3558	0.0055	1.2126
UBE2E1	4	0.1287	0	0.486	1.0149	0.502	0.3983	0.3519	0	0.4385	0	0.6527	0.069	0.2172	0
UBE2E2	5	0.3981	0	0.2555	0.93	1.3229	0.378	0.5194	0	0.386	0	0.8052	0.1653	0.8564	0.0342
UBE2E3	4	0.6612	0.8914	1.1346	1.717	1.1802	1.5788	0.8876	0.9841	0.9163	0.407	1.219	0.9657	0.95	0.9167
UBE2F	14	1.0791	0.8968	1.3355	1.2671	0.8026	1.0461	0.9755	0.7315	1.0243	1.2617	1.3031	0.5256	0.885	1.4601
UBE2G1	11	0.6155	0.8627	0.4811	0.9665	0.4148	0.6131	0.7471	0.5718	0.572	0.2065	1.4076	0.4625	0.5618	0.5486
UBE2G2	2	0.662	1.4034	0.7603	0.6122	0.3281	0.3911	0.7352	0.488	0.6182	1.0885	0.7204	0.5336	0.5546	0.9208
UBE2H	6	0.6789	0.5313	0.8934	1.0202	0.7829	1.479	0.5415	0.9811	0.7012	0.7454	1.1678	0.4187	0.7992	0.8899
UBE2I	2	0.997	1.9806	0.8926	1.5627	1.2013	1.6018	1.3904	1.2537	1.1614	1.457	1.2758	1.1872	1.0773	1.5489
UBE2J1	7	0.412	0.2399	0.7398	0.9639	0.7936	0.4345	1.1222	0.4516	0.5331	0	0.7509	0.2992	0.5039	1.0846
UBE2J2	4	0.2786	0.1947	0.401	0.7747	0.3685	0.4249	0.3323	0.411	0.2658	0.1746	0.5748	0.4529	0.3207	0.1007
UBE2K	4	0.8972	0.8349	0.7945	1.4258	0.9294	1.2044	0.7844	0.9999	0.7807	0.4945	1.0763	0.9303	0.9015	0.8793
UBE2L3	4	0.7381	1.336	0.939	1.593	0.9783	1.1144	0.8447	0.9476	0.8885	0.9313	1.1229	0.8226	0.923	0.8293
UBE2L6	2	0.788	1.4239	0.2785	0.6831	0.9739	0.6207	0.9433	0.5376	1.1719	0	0.7099	0.8325	0.3389	0.7217
UBE2M	4	0.4859	1.0406	0.634	1.1573	0.498	0.7253	0.5342	0.6775	0.6632	0.6042	1.1491	0.6493	0.497	1.05
UBE2MP1	2	0.566	1.4104	0.5726	0.9243	0.4827	0.6767	0.421	0.6739	0.6456	0.6324	1.0363	0.6439	0.5392	1.2554
UBE2N	4	0.674	0.6695	0.8036	1.5407	0.7655	0.9546	0.921	0.8103	0.7505	0.3887	1.0739	0.7977	0.9829	0.8738
UBE2NL	4	0.4287	0.5736	0.4683	1.4029	0.5755	0.8298	0.6257	0.5497	0.5547	0.0282	0.9932	0.4689	0.5381	0.619
UBE2O	10	0.6021	1.0717	0.5834	0.5363	0.2316	0.5645	0.6932	0.4691	0.4151	1.6355	0.5862	0.5193	0.5311	0.7275
UBE2Q1	8	0.479	0.5249	0.5277	0.8101	0.6958	0.6228	0.6871	0.8705	0.6614	0.181	0.6825	0.7237	0.5589	0.6918
UBE2Q2	4	0.2486	0	0.706	1.0504	0.9876	0.5516	0.5469	0.2448	0.5379	0	0.9046	0.3807	0.7486	0.4354
UBE2R2	14	0.6933	1.1349	0.5806	0.3641	0.2802	0.4796	0.4575	0.5013	0.5031	1.0821	0.7745	0.2388	0.5731	1.3108
UBE2S	2	0.7084	2.0931	0.675	1.7945	0.603	1.0758	0.8017	0.6987	0.6142	1.653	1.0065	0.5435	0.4195	1.1773
UBE2T	4	0.3146	0.7785	0.3858	2.0631	0.58	1.8442	0.9116	1.1658	0.4144	1.0433	0.9346	0.1039	0.348	1.0962
UBE2U	2	0.0433	0.1624	0.0639	0.0394	0.0076	0.0473	0.011	0.0462	0.0009	0.0511	0.0196	0.0637	0.0316	0
UBE2V1	4	0.6176	0.917	0.7664	1.162	0.707	1.1145	0.7241	0.8236	0.5523	1.146	0.7747	0.4533	0.9213	1.1093
UBE2V2	4	0.5181	0.6946	0.5897	1.4048	0.503	0.8792	0.3482	0.1876	0.4034	0	0.8645	0.2143	0.5439	0
UBE2W	6	0.6128	0.6938	0.57	0.7852	0.235	0.854	0.4257	0.5207	0.5421	0.0618	0.6234	0.2174	0.5307	0.4769
UBE2Z	10	0.6165	0.9378	0.5921	0.9335	0.8534	1.0679	0.844	0.8164	0.6764	1.5391	0.7014	0.8054	0.6342	1.1109
UBE3A	11	0.7844	0.6845	0.8154	1.1564	0.6417	0.8617	0.7838	0.674	0.7062	0.4998	1.4173	0.8209	0.8803	0.4963
UBE3B	11	0.4383	0	0.3791	0.7546	0.3722	0.5315	0.4695	0.3513	0.4844	0.4086	0.8276	0.4879	0.5102	0
UBE3C	4	0.4261	0.6461	0.3026	0.774	0.3241	0.4137	0.1889	0.3374	0.2336	0.3363	0.4928	0.2941	0.2665	0.3952
UBE4A	4	1.1693	0.9118	1.1376	1.4606	0.8833	1.0226	1.1397	1.0598	0.9356	0.9134	1.0005	1.068	0.9638	0.8303
UBE4B	10	0.6201	0.7229	0.8525	0.7025	0.1815	0.6979	0.5042	0.6877	0.5108	1.2591	1.0937	0.7879	0.9978	0.9766
UBFD1	11	1.0129	0.9237	0.5466	1.1423	0.6284	1.0879	0.6869	0.6554	0.7912	1.3789	1.5902	0.7917	0.7326	1.2038
UBIAD1	4	0.9492	0.5513	0.6759	1.3459	0.7247	0.5928	0.8025	0.6167	0.58	1.112	1.1299	0.629	0.6474	0.8569
UBL3	3	0.8823	0.5309	1.1791	0.9697	0.8691	0.491	0.5966	1.0134	1.0256	0.6353	0.9871	1.0251	0.8766	0.707
UBL4A	12	0.2202	0.9613	0.4889	0.4256	0	0.2676	0.1812	0.3797	0.3414	0.1803	0.6344	1.6658	0.1832	1.1942
UBL4B	10	0.3899	0.3867	0.5365	0.0782	0	0.1714	0.0223	0.0922	0.1856	0.8137	0.24	0	0.2152	0.6725
UBL5	4	1.3969	1.6547	1.3044	2.1669	1.2064	1.5994	1.5044	1.554	1.5851	1.3378	1.8439	1.6382	1.4249	1.4137
UBL7	14	0.3171	1.0478	0.5294	0.4673	0.2604	0.3254	0.5285	0.4588	0.4589	0.2649	0.7289	0.2027	0.2636	1.1453
UBLCP1	4	0.3216	0.2339	0.6367	1.4064	0.8296	0.6899	0.6569	0.2506	0.5454	0.0142	0.5588	0.3608	0.5053	0.1738
UBN1	10	0.6039	1.1042	0.7848	1.0014	0.501	0.832	0.9947	0.8541	0.8282	1.192	0.8339	0.7079	0.5538	0.6205
UBN2	2	0.1576	0.3187	0.162	0.1557	0	0.116	0.0486	0.1095	0.0858	0.2261	0.1587	0	0.0604	0.0664
UBOX5	10	0.6559	1.3497	0.757	0.4378	0.19	0.6918	0.8907	0.6919	0.6332	1.6756	0.5618	0.7492	0.6244	1.352
UBP1	4	1.0214	0.4659	1.0952	1.4097	0.7995	0.7294	1.0788	0.8518	0.7861	1.3509	0.8492	0.698	1.1067	0.8266
UBQLN1	11	0.7945	0.6752	0.4852	0.9439	0.3951	0.6603	0.4569	0.5243	0.5666	0.394	1.0969	0.4207	0.483	0.5378
UBQLN2	12	0.8387	0.6112	0.4109	0.9654	0.778	0.8495	0.7815	0.628	0.7352	0.5072	1.0208	1.0874	1.0178	0.6025
UBQLN3	14	0.3766	0.566	0.2369	0	0.235	0.1376	0	0.4095	0.1895	0.7263	0.2336	0.2564	0.3131	1.3309
UBQLN4	11	0.1137	0.2274	0.1229	0.3996	0.0907	0.2993	0.1805	0.2745	0.2012	0.226	0.4049	0.1161	0.042	0
UBQLNL	10	0.0847	0	0.5232	0.1585	0	0.5332	0.6624	0	0.4265	1.0839	0	0.5105	0.2613	0
UBR1	4	0.5299	0.5775	0.7359	0.9734	0.657	0.7926	0.7489	0.6768	0.5497	0.7708	0.7532	0.4148	0.855	0.0112
UBR2	14	0.8734	0.442	0.9297	0.8708	0.5802	0.8307	0.9689	0.7753	0.8583	0.9022	1.0011	0.6844	0.8726	1.0836
UBR3	11	0.6175	0.1515	0.6863	0.918	0.3215	0.3809	0.2839	0.3375	0.3471	0	1.1201	0.6702	0.7913	0
UBR4	14	0.4024	0.819	0.1869	0.3167	0.2558	0.3832	0.4088	0.4728	0.3855	0.7042	0.6657	0.4417	0.2883	0.9167
UBR5	4	0.2043	0	0.4889	1.0229	0.548	0.9554	0.6947	0.396	0.2653	0.494	0.7784	0.5288	0.6195	0.2841
UBR7	4	0.5939	0.5551	0.9273	1.5159	0.8687	0.6764	0.6058	0.444	0.6335	0.8956	0.9386	0.6494	1.0706	0.6537
UBTD1	14	0.4498	0.7571	0.2134	0.3956	0.8186	0.6059	0.1522	0.0909	0.8449	0.4001	0.912	0.4228	0.339	0.9632
UBTD2	4	0.2143	0.1586	0.6351	0.7988	0.7162	0.4548	0.2922	0.4416	0.4868	0.0633	0.6775	0.396	0.4938	0.4185
UBTF	4	0.2822	0.2743	0.4018	0.6584	0.473	0.4027	0.5801	0.423	0.2928	0.4617	0.482	0.5644	0.3756	0.337
UBXN1	14	0.9969	1.707	1.1638	1.2799	0.93	1.3888	1.5614	1.2504	1.2284	1.8012	1.444	1.2003	1.3296	1.9759
UBXN10	8	0.7957	0.1819	0.1228	0.1026	0.3716	0.6147	0	0.9571	0.8785	0.0688	0.1261	0.4907	0.346	0.5405
UBXN11	10	0.2994	0.4225	0.259	0.277	0.1325	0.2834	0.288	0.3282	0.406	0.6417	0.2635	0.1078	0.1892	0.5579
UBXN2A	4	0.1791	0.1228	0.3895	1.0127	0.3572	0.6459	0.2369	0.2466	0.3683	0	0.8446	0.3304	0.5068	0
UBXN2B	4	0.5445	0.225	0.475	0.788	0.6115	0.6596	0.4116	0.4357	0.7861	0.275	0.7802	0.2308	0.4145	0
UBXN4	4	0.7582	0.7427	0.9353	0.9514	0.5434	0.7959	0.6562	0.7186	0.61	0.3077	0.895	0.6404	0.6299	0.2302
UBXN6	14	0.8695	1.2296	1.0901	0.6629	0.9143	0.7731	0.695	0.8208	0.8617	1.1145	1.2776	0.9316	0.9315	1.3736
UBXN7	6	0.2455	0.2533	0.4132	0.668	0.4821	0.7231	0.5107	0.1676	0.3951	0.1487	0.3071	0.2542	0.5763	0
UBXN8	1	1.465	0.6828	1.2679	1.4405	0.6919	0.4024	0.7928	0.6079	1.0409	0.1565	1.0372	0.9361	0.9933	0.7862
UCA1	6	0.576	0.8949	0.3838	0.7923	0.0792	2.916	0	1.2955	0.0906	0.293	0.2862	0.7103	0.0169	0.3026
UCHL1	12	0.2752	0.6295	1.1185	0.7277	2.4198	0.2604	0.9954	0.0666	0.3253	1.1321	2.076	3.3853	2.2632	0.4101
UCHL3	4	0.9216	0.7971	1.2213	1.8777	1.0008	1.2996	0.5303	0.932	0.7089	0.4784	1.5806	0.7212	0.7629	1.0603
UCHL5	4	0.5927	1.044	0.8964	1.5822	0.5717	0.997	0.6386	0.5722	0.5216	0	0.9687	0.3204	0.6735	0.8902
UCHL5IP	4	0.3696	0.6194	0.3944	0.8809	0.4175	0.3697	0.4487	0.3215	0.4471	0.7027	0.6321	0.4003	0.6148	0.4843
UCK1	11	0.9445	0.656	0.738	0.9405	0.5252	0.6327	0.5707	0.3386	0.7945	0.8036	1.1378	0.7661	0.8947	0.7919
UCK2	14	0.6689	0.6964	0.9957	1.4956	1.1131	1.0423	0.7028	1.021	0.3571	1.1121	1.3047	0.3941	0.6292	1.8674
UCKL1	2	0.3399	0.9762	0.6194	0.6211	0.2561	0.5817	0.5356	0.5826	0.5881	0.2355	0.8436	0.2706	0.4377	0.9015
UCN	10	0.5939	0.9126	0.113	0.1946	0	0.4376	0.4025	0.0466	0.3601	1.0701	0.3071	0.2389	0.0714	0.1792
UCN2	2	1.0002	4.2186	1.0132	0.722	0.6661	0.6572	0.7103	0.8152	0.4639	1.413	0.6481	0.6538	0.7785	0.54
UCN3	14	0.2886	0.5984	0.1226	0.0904	0.0966	0.1696	0.2397	0.3617	0.1554	0.6106	0.2772	0.4573	0.1595	1.6121
UCP1	2	0.0859	0.2564	0.14	0.0488	0.0025	0.1533	0.1203	0.1905	0.0521	0.0906	0.0935	0.007	0.1195	0.2336
UCP2	7	0.139	0.847	0.0825	0.5943	0.6463	0.0178	1.2789	0.8408	0.6505	0	0.9947	0.2951	0.0129	0
UCP3	11	0.4186	0.8562	0.4189	0.224	0	0.2665	0.5311	0.3742	0.3266	1.0619	1.6625	0.2384	0.1237	0.3178
UCRC	11	1.1281	1.1793	1.041	1.2157	0.478	0.9038	0.8372	1.1089	1.1158	0.7338	1.6703	1.049	1.0396	1.4783
UEVLD	4	0.2563	0.1187	0.3168	0.8851	0.3895	0.6332	0.183	0.3663	0.299	0	0.5063	0.0746	0.3534	0
UFC1	4	0.7172	1.1324	1.2606	1.3969	0.9643	1.1238	1.025	1.255	1.2108	0.3184	1.3068	1.0026	1.2122	0.7817
UFD1L	4	0.9964	1.0207	1.0706	1.7633	0.9191	1.3225	0.9654	0.9236	0.9629	0.9594	1.2545	1.0182	1.1728	1.2023
UFM1	4	0.7338	0.4022	0.8738	0.939	0.4137	0.9107	0.515	0.6917	0.5729	0.5336	0.6528	0.1752	0.6852	0
UFSP2	13	0.9644	0.4343	1.2691	1.347	1.1684	1.0016	0.9817	0.6144	0.9397	0.5677	1.416	0.9911	1.5234	1.2067
UGCG	2	0.6071	1.1173	0.39	1.0627	1.0112	0.9599	1.0894	0.4575	0.8329	0.235	0.8624	0.5851	0.9231	0.3524
UGCGL1	10	0.6556	0.6012	0.3845	0.7073	0.3944	0.6595	0.3845	0.5721	0.368	1.1159	0.6058	0.1968	0.2308	0.555
UGCGL2	4	0.5044	0.6167	0.7692	0.9476	0.5883	0.6404	0.2415	0.2837	0.4179	0.8111	0.3895	0.4737	0.6364	0.1276
UGDH	5	1.0313	0.5141	0.4666	0.8897	1.1033	0.5389	0	0.6222	0.3775	0	0.5716	0.3879	0.7497	0.7242
UGP2	11	1.5916	0.5505	1.3215	1.5406	1.1177	1.2288	1.1144	0.9145	1.1306	0.147	1.9052	0.9201	1.4751	0.6427
UGT1A6	1	2.7292	0.1279	0	0.3378	0.6877	1.8781	0	2.5374	0.0489	0	0.1975	0.138	0.0111	0.1871
UGT1A8	8	0.4578	0	0	0.5098	0.304	1.2371	0	1.3914	0	0	0.0328	0	0	0
UGT2A1	14	0.3289	0.8108	0.0684	0.0317	0.3014	0.073	0.1968	0.556	0.3009	0.2187	0.342	0.4771	0.1361	1.709
UGT2A3	3	0.2085	0	1.2572	0.0616	0	0	0	0.5671	0	0	0	0.6287	0	0
UGT2B10	1	2.3576	0.6356	1.2869	0.3598	0	0	0.1841	1.2942	0.1487	0.2463	0.2948	0.8691	0.0872	1.1789
UGT2B11	1	2.255	0	1.6401	0.4902	0.0523	0	0.1609	1.4625	0.0847	0	0.2325	1.3766	0	0.7638
UGT2B15	12	1.919	0	1.9725	0.1332	0.0962	0	0.5144	1.5027	0	0	0	2.4843	0	0.4651
UGT2B17	1	1.7424	0.1981	1.1457	0.1027	0	0	0.6465	1.0247	0	0	0.0146	1.2495	0	0.2861
UGT2B28	1	1.593	0.0144	1.1321	0.3017	0	0	0	0.997	0	0	0.1626	0.4056	0.0344	0.4666
UGT2B4	1	2.6779	0	0.079	0.0857	0	0	0	0.128	0.0269	0	0	0	0	0
UGT2B7	1	2.9412	0	1.9559	0.6833	0.0443	0	0	1.9517	0	0.2126	0.1191	1.1818	0	0.6984
UGT3A1	14	0.3549	0.214	0.0718	0.1487	0.1349	0.1286	0.1534	0.1824	0.1453	0.2599	0.2065	0.111	0.1223	0.6739
UGT3A2	14	0.0517	0.3478	0.0524	0.1228	0.1716	0.1029	0.0448	0.2206	0.1433	0	0.1905	0.1872	0	0.6628
UGT8	8	0	0.4268	0.669	0.662	0.1178	0.7939	0.2372	1.2427	0.0188	0.102	0.2705	0.4703	0.1445	0.6201
UHMK1	4	0.5253	0.5474	0.0837	0.7909	0.471	0.7348	0.5577	0.6499	0.5191	0.1613	0.7359	0.4059	0.338	0.2824
UHRF1	4	0	0.3348	0.0689	1.2707	0.7267	0.7909	0.3283	0.6133	0.0366	0.8311	0.4022	0.1588	0	1.0447
UHRF1BP1	4	0.1272	0.1268	0.1366	0.2862	0.165	0.1256	0.1519	0.1546	0.1337	0.1808	0.2332	0.1062	0.0893	0.2307
UHRF1BP1L	4	0.7186	0.0737	0.1226	1.0608	0.8261	0.1509	0.4751	0.0774	0.5044	0.1364	1.0311	0.5541	0.6266	0.3522
UHRF2	7	0.5483	0.2446	0.8175	0.961	0.594	0.8947	1.1554	0.2672	0.6707	0.7261	0.9009	0.3281	0.8685	0.9474
UIMC1	10	0.7946	0.9018	1.1658	1.4035	0.7557	1.1714	1.5278	0.7846	1.2957	1.688	1.2868	0.8731	1.2089	1.4898
ULBP1	2	0.0575	0.1514	0.0511	0.1115	0.0044	0.1291	0.0549	0.0505	0.0339	0.115	0.0661	0.0484	0.0392	0.1171
ULBP2	6	0.079	0.3069	0	0.7588	0.3565	1.0628	0.0238	0.1202	0.4551	0.1708	0.2563	0	0.1207	0.1881
ULBP3	14	0.0717	0.3122	0.0349	0.1977	0.1434	0.1401	0.0151	0.2042	0.1257	0	0.1682	0.177	0	0.3941
ULK1	10	1.0921	1.0123	1.6592	0.8548	0.5326	1.1851	1.3312	0.8828	1.087	1.8014	1.1974	1.0866	0.9548	0.8854
ULK2	13	0.3035	0.1568	0.7204	0.4077	0.3234	0.3691	0.5538	0.16	0.5471	0.6252	0.4405	0.3103	0.9535	0.1137
ULK3	10	0.7549	0.7465	0.9907	0.9832	0.4461	0.6757	1.3542	1.1136	0.916	1.3842	1.0263	0.656	0.4244	0.6272
ULK4	4	0.1949	0.0264	0.1782	0.4215	0.1221	0.1757	0.17	0.0987	0.3903	0.1806	0.0736	0.2858	0.2154	0
UMOD	3	0.4007	0.741	1.6947	0.0951	0	0.2763	0.2766	0.0606	0.3411	0.8469	0.3016	0.012	0.1684	1.3482
UMODL1	14	0.3189	0.053	0	0.1886	0.3901	0.3171	0.2592	0.4374	0.336	0.1885	0.3442	0.2965	0.1464	1.2592
UMPS	4	1.1628	0.4027	1.1215	1.9931	1.1311	1.1633	0.7795	0.9982	0.7255	0.4985	0.7289	0.891	1.0165	1.2712
UNC119	2	0.4773	0.8461	0.4664	0.5853	0.3735	0.4002	0.6996	0.3998	0.5212	0.2062	0.4071	0.2835	0.2062	0.2958
UNC119B	12	0.5305	0.7124	0.6791	0.982	0.027	0.8219	0.6403	0.4422	1.0735	0.7446	0.5504	1.2472	1.1555	0.5385
UNC13A	12	0.0544	0.0131	0.1439	0.2834	0.0133	0.1469	0.2772	0	0.0694	0.3454	0.1172	1.1193	0.2019	0.0683
UNC13B	9	0.454	0.1217	0.7586	0.673	0.3827	0.161	0.242	0.6487	1.0668	0.4442	0.3887	0.6788	0.5205	0.6414
UNC13C	11	0.0471	0.0976	0.0257	0.0893	0.0099	0.0213	0.0994	0.0464	0	0.062	0.1918	0.0083	0.0101	0
UNC13D	2	0.3638	0.9367	0.3226	0.1538	0.2107	0.8767	0.7007	0.4359	0.544	0.6888	0.1508	0.1849	0.0941	0.6088
UNC45A	14	0.5716	1.2298	0.4777	0.4714	0.4968	0.668	0.5984	0.6879	0.6861	0.9447	0.6216	0.7107	0.7793	1.5611
UNC45B	11	0.0224	0.0273	0	0	0	0	0.1494	0	0.5916	0.0244	2.8892	0	0	0
UNC50	4	0.8471	0.7825	1.4391	2.0135	1.094	1.391	1.1943	1.0176	1.4006	0	1.4292	1.267	1.2232	0.9268
UNC5A	14	0.2625	0.5341	0.2271	0.2173	0.2003	0.3416	0.1999	0.3255	0.2136	0.2047	0.3576	0.3759	0.175	0.9829
UNC5B	5	0.7116	0.6101	0.6725	0.5654	2.7955	1.9045	1.0963	1.1721	1.3071	1.7693	0.5022	1.6738	0.6609	0
UNC5C	2	0.19	0.5137	0.0725	0.0532	0.2309	0.0705	0.1325	0.1081	0.274	0.2287	0.1758	0.0456	0.2244	0.3461
UNC5CL	12	1.1589	0	1.7966	0	0.5496	0.6082	0.2775	2.1484	0.0508	0.388	0	2.1676	0	0
UNC5D	3	0.0001	0.2665	0.4964	0.0773	0	0	0.0646	0.0901	0.0421	0.0101	0.0565	0	0.0786	0.2601
UNC84A	6	0.3523	0.8379	0.5622	0.9704	0.3875	1.1459	0.5092	0.7526	0.5591	0.8114	0.8623	0.456	0.7392	0.4545
UNC84B	7	0.5629	0.7027	0.5233	0.4697	0.4345	0.5771	0.8575	0.3788	0.7718	0.1817	0.8182	0.4967	0.5206	0.3424
UNC93A	14	0.5586	0.1237	0.1501	0.2139	0.0274	0.0064	0.0994	0.5595	0.1052	0.1004	0.2041	0.0557	0.2015	0.6284
UNC93B1	14	0.2723	1.0856	0.3628	0.2804	0.4021	0.7518	0.6091	0.9511	0.4421	0.3693	0.2027	0.3227	0.2231	1.0948
UNG	4	0.2784	0.1832	0.2717	0.8568	0.3273	0.4271	0.2565	0.3523	0.274	0.1814	0.8232	0.3467	0.1936	0.6599
UNK	10	0.9432	0.3477	1.4051	1.31	0.7245	1.2368	1.5935	0.8064	0.842	2.2476	0.7906	1.0795	0.8855	0.4528
UNKL	10	0.4568	0.4006	0.1655	0.1892	0.0147	0.4486	0.4344	0.196	0.3529	1.2838	0.3655	0.2843	0.6127	0.8772
UNQ1829	14	0.2531	0.2128	0.0998	0.0892	0.0882	0.3108	0.2904	0.3864	0.3254	0.1128	0.3179	0.4014	0.2271	1.4743
