Gene	P value	Adjusted P value	Log2 Fold Change	Cluster
MDM4	2.46E-137	6.26E-133	0.356460247	NFKBIZ+HIF1A+
PHF20	3.07E-137	7.78E-133	0.333775238	NFKBIZ+HIF1A+
SERPINB9	7.91E-137	2.01E-132	0.451179524	NFKBIZ+HIF1A+
POLR2A	1.09E-135	2.77E-131	0.372351047	NFKBIZ+HIF1A+
ANXA5	2.40E-135	6.09E-131	0.397546385	NFKBIZ+HIF1A+
ATP6V1E1	2.80E-135	7.11E-131	0.502894829	NFKBIZ+HIF1A+
ING3	9.98E-134	2.53E-129	0.733549246	NFKBIZ+HIF1A+
KRAS	1.19E-132	3.03E-128	0.605080447	NFKBIZ+HIF1A+
ANKRD11	2.45E-132	6.23E-128	0.362000023	NFKBIZ+HIF1A+
CAMK1D	5.17E-131	1.31E-126	0.560525949	NFKBIZ+HIF1A+
IPMK	1.86E-129	4.71E-125	0.425835058	NFKBIZ+HIF1A+
COX17	2.08E-129	5.28E-125	0.269244438	NFKBIZ+HIF1A+
EIF1B	5.81E-129	1.48E-124	0.335555917	NFKBIZ+HIF1A+
GTPBP1	1.60E-128	4.06E-124	0.34213599	NFKBIZ+HIF1A+
06-Mar	4.36E-128	1.11E-123	0.364399273	NFKBIZ+HIF1A+
SIPA1L1	1.07E-127	2.71E-123	0.40656009	NFKBIZ+HIF1A+
ODF3B	1.99E-127	5.05E-123	0.485348516	NFKBIZ+HIF1A+
PITPNA	1.36E-126	3.45E-122	0.508364282	NFKBIZ+HIF1A+
MTCH1	4.44E-125	1.13E-120	0.462825146	NFKBIZ+HIF1A+
PPP4R2	9.71E-124	2.46E-119	0.308337554	NFKBIZ+HIF1A+
TTPAL	1.38E-123	3.50E-119	0.573089744	NFKBIZ+HIF1A+
NUP58	1.89E-123	4.80E-119	0.32136958	NFKBIZ+HIF1A+
ZFAND2A	4.61E-123	1.17E-118	0.451030946	NFKBIZ+HIF1A+
GPR108	1.00E-122	2.55E-118	0.682587642	NFKBIZ+HIF1A+
VPS26A	2.20E-122	5.59E-118	0.573426456	NFKBIZ+HIF1A+
TMCC1	1.33E-119	3.37E-115	0.383982353	NFKBIZ+HIF1A+
DCAF11	1.64E-118	4.15E-114	0.529378518	NFKBIZ+HIF1A+
TM9SF3	2.80E-116	7.10E-112	0.549978839	NFKBIZ+HIF1A+
USP9X	5.56E-116	1.41E-111	0.35469911	NFKBIZ+HIF1A+
CYTH1	1.44E-115	3.64E-111	0.382839888	NFKBIZ+HIF1A+
ARFGAP3	3.31E-115	8.39E-111	0.465005259	NFKBIZ+HIF1A+
TAX1BP1	6.16E-115	1.56E-110	0.340223302	NFKBIZ+HIF1A+
SAR1A	1.82E-114	4.62E-110	0.548393009	NFKBIZ+HIF1A+
TPP1	3.02E-113	7.66E-109	0.509148545	NFKBIZ+HIF1A+
CPSF7	8.14E-113	2.07E-108	0.471071173	NFKBIZ+HIF1A+
UBR5	7.09E-112	1.80E-107	0.512936699	NFKBIZ+HIF1A+
PET100	1.52E-111	3.85E-107	0.252946886	NFKBIZ+HIF1A+
NLRP3	4.96E-109	1.26E-104	0.454525152	NFKBIZ+HIF1A+
GPX4	7.04E-109	1.79E-104	0.368312986	NFKBIZ+HIF1A+
TUT7	7.64E-109	1.94E-104	0.268358364	NFKBIZ+HIF1A+
TDP2	1.35E-108	3.44E-104	0.303120399	NFKBIZ+HIF1A+
ITGA5	1.55E-108	3.94E-104	0.388766276	NFKBIZ+HIF1A+
TMCO3	4.68E-108	1.19E-103	0.534470531	NFKBIZ+HIF1A+
LACTB	1.21E-107	3.07E-103	0.476056541	NFKBIZ+HIF1A+
IL2RG	2.65E-107	6.73E-103	0.266070297	NFKBIZ+HIF1A+
MAGOH	1.03E-106	2.62E-102	0.379975598	NFKBIZ+HIF1A+
SH3BP2	1.46E-106	3.72E-102	0.254689858	NFKBIZ+HIF1A+
ASPH	2.41E-106	6.11E-102	0.255256696	NFKBIZ+HIF1A+
FERMT3	4.61E-106	1.17E-101	0.308097606	NFKBIZ+HIF1A+
EGR3	1.50E-103	3.80E-99	0.407068336	NFKBIZ+HIF1A+
LIMK2	5.58E-103	1.42E-98	0.254456394	NFKBIZ+HIF1A+
PLEKHM1	9.65E-103	2.45E-98	0.485219147	NFKBIZ+HIF1A+
MIEN1	1.76E-102	4.46E-98	0.496977234	NFKBIZ+HIF1A+
CHIC2	2.77E-102	7.04E-98	0.396448203	NFKBIZ+HIF1A+
AC005280-2	1.05E-101	2.66E-97	0.26390749	NFKBIZ+HIF1A+
ABCG1	1.83E-100	4.65E-96	0.455091048	NFKBIZ+HIF1A+
ADGRE3	8.32E-100	2.11E-95	0.643675028	NFKBIZ+HIF1A+
ATG3	1.80E-99	4.57E-95	0.312013128	NFKBIZ+HIF1A+
MAPRE1	8.66E-99	2.20E-94	0.263606452	NFKBIZ+HIF1A+
CDK11B	1.19E-98	3.02E-94	0.476398939	NFKBIZ+HIF1A+
SMIM27	5.18E-98	1.32E-93	0.416389562	NFKBIZ+HIF1A+
TPM4	1.83E-97	4.64E-93	0.267835032	NFKBIZ+HIF1A+
TOX4	2.26E-97	5.75E-93	0.259964348	NFKBIZ+HIF1A+
NECAP1	3.76E-97	9.55E-93	0.414402037	NFKBIZ+HIF1A+
NR1H2	4.61E-97	1.17E-92	0.35362319	NFKBIZ+HIF1A+
TECPR2	1.43E-96	3.63E-92	0.385407726	NFKBIZ+HIF1A+
STK40	6.94E-96	1.76E-91	0.395041052	NFKBIZ+HIF1A+
SUPT6H	2.37E-95	6.02E-91	0.418077739	NFKBIZ+HIF1A+
GATAD2A	3.05E-95	7.76E-91	0.352034969	NFKBIZ+HIF1A+
GOLGB1	3.73E-95	9.48E-91	0.350353066	NFKBIZ+HIF1A+
ENSA	2.23E-94	5.67E-90	0.372649354	NFKBIZ+HIF1A+
TFDP1	4.21E-94	1.07E-89	0.387482876	NFKBIZ+HIF1A+
ARAP1	1.12E-93	2.86E-89	0.333718703	NFKBIZ+HIF1A+
ZNFX1	1.44E-93	3.65E-89	0.260609239	NFKBIZ+HIF1A+
AC012368-1	1.51E-93	3.85E-89	0.393098377	NFKBIZ+HIF1A+
HM13	3.99E-93	1.01E-88	0.591041191	NFKBIZ+HIF1A+
TAB2	2.63E-92	6.67E-88	0.346874908	NFKBIZ+HIF1A+
AC016831-5	3.64E-91	9.25E-87	0.254096439	NFKBIZ+HIF1A+
AMPD2	4.30E-91	1.09E-86	0.341040121	NFKBIZ+HIF1A+
BRD4	6.16E-91	1.56E-86	0.336879609	NFKBIZ+HIF1A+
BTNL8	5.07E-90	1.29E-85	0.385420277	NFKBIZ+HIF1A+
RBM8A	2.70E-88	6.84E-84	0.441808865	NFKBIZ+HIF1A+
DNM2	4.92E-88	1.25E-83	0.390162081	NFKBIZ+HIF1A+
ELF2	3.29E-87	8.35E-83	0.255999455	NFKBIZ+HIF1A+
TSG101	4.36E-87	1.11E-82	0.407345823	NFKBIZ+HIF1A+
RBBP6	5.82E-87	1.48E-82	0.353182685	NFKBIZ+HIF1A+
TRAF3IP3	6.82E-86	1.73E-81	0.402887109	NFKBIZ+HIF1A+
CHST11	2.11E-85	5.35E-81	0.296789679	NFKBIZ+HIF1A+
G3BP2	3.19E-85	8.10E-81	0.428885741	NFKBIZ+HIF1A+
RNF11	5.81E-85	1.47E-80	0.384637958	NFKBIZ+HIF1A+
MFSD1	1.02E-84	2.58E-80	0.469437939	NFKBIZ+HIF1A+
DYRK1A	1.25E-84	3.19E-80	0.497600995	NFKBIZ+HIF1A+
HCST	4.47E-84	1.14E-79	0.341950673	NFKBIZ+HIF1A+
MBD6	5.17E-84	1.31E-79	0.380503095	NFKBIZ+HIF1A+
PPP2CA	1.44E-83	3.64E-79	0.532062716	NFKBIZ+HIF1A+
SIRPA	1.62E-83	4.11E-79	0.337145307	NFKBIZ+HIF1A+
CAPZA2	1.08E-81	2.74E-77	0.273254038	NFKBIZ+HIF1A+
SLPI	1.94E-81	4.93E-77	0.372165409	NFKBIZ+HIF1A+
NDE1	1.61E-80	4.09E-76	0.606379485	NFKBIZ+HIF1A+
SLC12A6	1.93E-80	4.90E-76	0.314086337	NFKBIZ+HIF1A+
GSTO1	2.07E-80	5.26E-76	0.278829447	NFKBIZ+HIF1A+
UBXN1	2.78E-80	7.05E-76	0.386969284	NFKBIZ+HIF1A+
ADIPOR1	5.63E-80	1.43E-75	0.313274076	NFKBIZ+HIF1A+
INTS6	1.63E-79	4.14E-75	0.359407037	NFKBIZ+HIF1A+
SHOC2	8.87E-79	2.25E-74	0.280317115	NFKBIZ+HIF1A+
BCL10	1.19E-78	3.02E-74	0.263596655	NFKBIZ+HIF1A+
AKIRIN1	3.43E-78	8.70E-74	0.283756445	NFKBIZ+HIF1A+
SKP1	9.48E-78	2.41E-73	0.26780458	NFKBIZ+HIF1A+
PTK2B	2.80E-76	7.10E-72	0.306064501	NFKBIZ+HIF1A+
MAPK1IP1L	5.97E-76	1.52E-71	0.367403247	NFKBIZ+HIF1A+
OSBPL9	7.20E-76	1.83E-71	0.403723407	NFKBIZ+HIF1A+
IST1	9.52E-76	2.42E-71	0.320570057	NFKBIZ+HIF1A+
ZFAND6	1.04E-75	2.63E-71	0.283363022	NFKBIZ+HIF1A+
EXOSC4	1.10E-75	2.80E-71	0.25702209	NFKBIZ+HIF1A+
SCLT1	1.29E-75	3.28E-71	0.365068822	NFKBIZ+HIF1A+
KHDRBS1	2.06E-75	5.23E-71	0.337549199	NFKBIZ+HIF1A+
EPC1	4.69E-75	1.19E-70	0.522792241	NFKBIZ+HIF1A+
UBXN4	1.30E-74	3.30E-70	0.257951265	NFKBIZ+HIF1A+
ZNF207	2.61E-74	6.62E-70	0.300157452	NFKBIZ+HIF1A+
CYFIP2	7.08E-74	1.80E-69	0.396012047	NFKBIZ+HIF1A+
CCNH	8.16E-74	2.07E-69	0.255009405	NFKBIZ+HIF1A+
PURB	1.14E-73	2.89E-69	0.465546602	NFKBIZ+HIF1A+
MID1IP1	1.42E-73	3.60E-69	0.366039054	NFKBIZ+HIF1A+
RAB11A	2.75E-73	6.99E-69	0.300596395	NFKBIZ+HIF1A+
BUD31	4.13E-73	1.05E-68	0.391148335	NFKBIZ+HIF1A+
CD302	1.11E-72	2.83E-68	0.335914039	NFKBIZ+HIF1A+
CTBS	4.25E-71	1.08E-66	0.254660959	NFKBIZ+HIF1A+
SPPL2A	4.79E-71	1.22E-66	0.525026482	NFKBIZ+HIF1A+
IRF9	1.64E-70	4.17E-66	0.357267076	NFKBIZ+HIF1A+
FAM133B	6.37E-68	1.62E-63	0.320469046	NFKBIZ+HIF1A+
HNRNPH1	3.70E-66	9.40E-62	0.429780182	NFKBIZ+HIF1A+
SUPT4H1	6.03E-66	1.53E-61	0.337219087	NFKBIZ+HIF1A+
UBE2H	6.78E-66	1.72E-61	0.314625363	NFKBIZ+HIF1A+
MAP3K13	9.62E-65	2.44E-60	0.327004459	NFKBIZ+HIF1A+
PPP2R2A	4.78E-64	1.21E-59	0.403962682	NFKBIZ+HIF1A+
DEDD2	1.16E-63	2.94E-59	0.36833196	NFKBIZ+HIF1A+
WDR83OS	1.39E-63	3.53E-59	0.324999889	NFKBIZ+HIF1A+
PGS1	3.59E-63	9.13E-59	0.363305687	NFKBIZ+HIF1A+
PTPRJ	6.36E-63	1.62E-58	0.285188843	NFKBIZ+HIF1A+
CPQ	1.91E-62	4.85E-58	0.254012036	NFKBIZ+HIF1A+
ATXN1	1.92E-62	4.88E-58	0.414820418	NFKBIZ+HIF1A+
CD300A	4.97E-62	1.26E-57	0.355255109	NFKBIZ+HIF1A+
ARL8A	4.04E-61	1.03E-56	0.316720356	NFKBIZ+HIF1A+
MTF1	7.29E-61	1.85E-56	0.51393406	NFKBIZ+HIF1A+
CHP1	7.22E-60	1.83E-55	0.310618192	NFKBIZ+HIF1A+
TBC1D14	3.72E-59	9.45E-55	0.30822491	NFKBIZ+HIF1A+
TUBB4B	5.14E-59	1.30E-54	0.27980461	NFKBIZ+HIF1A+
OSGIN2	9.18E-59	2.33E-54	0.316639521	NFKBIZ+HIF1A+
MED28	2.26E-58	5.74E-54	0.405520601	NFKBIZ+HIF1A+
SF3A1	5.13E-58	1.30E-53	0.423471726	NFKBIZ+HIF1A+
BNIP2	7.17E-58	1.82E-53	0.316560509	NFKBIZ+HIF1A+
AGO2	1.50E-56	3.80E-52	0.290377283	NFKBIZ+HIF1A+
VCP	2.19E-56	5.55E-52	0.442088389	NFKBIZ+HIF1A+
PPP1R11	3.52E-56	8.95E-52	0.2893185	NFKBIZ+HIF1A+
EIF4A2	1.35E-55	3.43E-51	0.33950242	NFKBIZ+HIF1A+
C3AR1	2.04E-55	5.19E-51	0.281133999	NFKBIZ+HIF1A+
UQCRH	5.26E-55	1.34E-50	0.33964203	NFKBIZ+HIF1A+
EAPP	5.29E-55	1.34E-50	0.344464596	NFKBIZ+HIF1A+
MPP1	5.46E-55	1.39E-50	0.340313354	NFKBIZ+HIF1A+
CLTC	5.56E-55	1.41E-50	0.429332201	NFKBIZ+HIF1A+
ATP11B	9.89E-55	2.51E-50	0.271665294	NFKBIZ+HIF1A+
TBXAS1	2.01E-53	5.11E-49	0.350944033	NFKBIZ+HIF1A+
GGNBP2	2.42E-53	6.15E-49	0.374934914	NFKBIZ+HIF1A+
IQSEC1	3.08E-52	7.83E-48	0.264914794	NFKBIZ+HIF1A+
RAB2A	5.60E-51	1.42E-46	0.292304424	NFKBIZ+HIF1A+
HNRNPH2	4.47E-47	1.14E-42	0.322749176	NFKBIZ+HIF1A+
CELF1	4.38E-46	1.11E-41	0.397246199	NFKBIZ+HIF1A+
ATP6AP1	5.25E-46	1.33E-41	0.252879637	NFKBIZ+HIF1A+
PRKCD	1.67E-45	4.25E-41	0.343134285	NFKBIZ+HIF1A+
SYTL3	5.05E-45	1.28E-40	0.329899156	NFKBIZ+HIF1A+
NT5C2	5.67E-43	1.44E-38	0.343018617	NFKBIZ+HIF1A+
FOXN3	1.92E-42	4.87E-38	0.270179518	NFKBIZ+HIF1A+
ACOT9	9.28E-42	2.36E-37	0.32993512	NFKBIZ+HIF1A+
LAPTM4A	9.48E-39	2.41E-34	0.275084396	NFKBIZ+HIF1A+
AHCTF1	1.62E-37	4.12E-33	0.267755345	NFKBIZ+HIF1A+
SDF2	1.41E-36	3.59E-32	0.301011115	NFKBIZ+HIF1A+
WBP2	5.08E-36	1.29E-31	0.258260449	NFKBIZ+HIF1A+
SLC8A1	8.45E-36	2.15E-31	0.266764974	NFKBIZ+HIF1A+
BRK1	4.46E-30	1.13E-25	0.272475246	NFKBIZ+HIF1A+
AFTPH	2.75E-29	6.97E-25	0.290251868	NFKBIZ+HIF1A+
USP4	2.42E-28	6.14E-24	0.313691805	NFKBIZ+HIF1A+
DAD1	5.07E-27	1.29E-22	0.289099328	NFKBIZ+HIF1A+
TMEM167B	9.04E-26	2.29E-21	0.293928699	NFKBIZ+HIF1A+
GNS	1.33E-25	3.38E-21	0.277726309	NFKBIZ+HIF1A+
SNX18	5.05E-24	1.28E-19	0.29179005	NFKBIZ+HIF1A+
HBA1	2.225074E-308	2.225074E-308	6.015514777	ARG1+
HBB	2.225074E-308	2.225074E-308	5.232957796	ARG1+
HBA2	2.225074E-308	2.225074E-308	4.660485276	ARG1+
HBD	2.225074E-308	2.225074E-308	3.854404113	ARG1+
H3-3A	2.225074E-308	2.225074E-308	3.629936326	ARG1+
H3-3B	2.225074E-308	2.225074E-308	3.610590318	ARG1+
AC005747-1	2.225074E-308	2.225074E-308	3.222864312	ARG1+
AL442635-1	2.225074E-308	2.225074E-308	3.124414388	ARG1+
CD163	2.225074E-308	2.225074E-308	2.853561365	ARG1+
BLVRB	2.225074E-308	2.225074E-308	2.800039227	ARG1+
OLAH	2.225074E-308	2.225074E-308	2.793751567	ARG1+
H2AZ1	2.225074E-308	2.225074E-308	2.784368952	ARG1+
AC132872-4	2.225074E-308	2.225074E-308	2.71188493	ARG1+
H2AC6	2.225074E-308	2.225074E-308	2.665004333	ARG1+
MTND5P32	2.225074E-308	2.225074E-308	2.654764543	ARG1+
RN7SL288P	2.225074E-308	2.225074E-308	2.562782877	ARG1+
NECAB1	2.225074E-308	2.225074E-308	2.505819443	ARG1+
AC093012-1	2.225074E-308	2.225074E-308	2.384609712	ARG1+
RN7SL368P	2.225074E-308	2.225074E-308	2.375395059	ARG1+
AC007278-1	2.225074E-308	2.225074E-308	2.363654885	ARG1+
NEAT1	2.225074E-308	2.225074E-308	2.28952354	ARG1+
TDRD9	2.225074E-308	2.225074E-308	2.126727874	ARG1+
DAAM2	2.225074E-308	2.225074E-308	2.086925943	ARG1+
GYG1	2.225074E-308	2.225074E-308	1.99430572	ARG1+
ZNF608	2.225074E-308	2.225074E-308	1.878973814	ARG1+
AC007278-2	2.225074E-308	2.225074E-308	1.875344162	ARG1+
RESF1	2.225074E-308	2.225074E-308	1.830696213	ARG1+
SYNE1	2.225074E-308	2.225074E-308	1.823453562	ARG1+
VNN1	2.225074E-308	2.225074E-308	1.753129152	ARG1+
CDK5RAP2	2.225074E-308	2.225074E-308	1.736424684	ARG1+
CERT1	2.225074E-308	2.225074E-308	1.735233777	ARG1+
AL627309-5	2.225074E-308	2.225074E-308	1.731730624	ARG1+
NFE2	2.225074E-308	2.225074E-308	1.656879826	ARG1+
NCF1C	2.225074E-308	2.225074E-308	1.642700939	ARG1+
KLF9	2.225074E-308	2.225074E-308	1.61448734	ARG1+
ARG1	2.225074E-308	2.225074E-308	1.603273556	ARG1+
ZDHHC20	2.225074E-308	2.225074E-308	1.595913419	ARG1+
IRF2BPL	2.225074E-308	2.225074E-308	1.591653872	ARG1+
ALPL	2.225074E-308	2.225074E-308	1.533695135	ARG1+
CST7	2.225074E-308	2.225074E-308	1.45042138	ARG1+
TSPO	2.225074E-308	2.225074E-308	1.428419954	ARG1+
NAIP	2.225074E-308	2.225074E-308	1.382256342	ARG1+
MAPK14	2.225074E-308	2.225074E-308	1.380641238	ARG1+
FLOT2	2.225074E-308	2.225074E-308	1.365214336	ARG1+
F5	2.225074E-308	2.225074E-308	1.353738643	ARG1+
CSGALNACT1	2.225074E-308	2.225074E-308	1.353490886	ARG1+
IGHA1	2.225074E-308	2.225074E-308	1.290556747	ARG1+
FUT7	2.225074E-308	2.225074E-308	1.287249582	ARG1+
S1PR4	2.225074E-308	2.225074E-308	1.287069308	ARG1+
AGFG1	2.225074E-308	2.225074E-308	1.272818005	ARG1+
SLC8A1	2.225074E-308	2.225074E-308	1.266208935	ARG1+
EMB	2.225074E-308	2.225074E-308	1.249151744	ARG1+
CFD	2.225074E-308	2.225074E-308	1.238634178	ARG1+
KREMEN1	2.225074E-308	2.225074E-308	1.236750157	ARG1+
PYGL	2.225074E-308	2.225074E-308	1.217539213	ARG1+
METTL9	2.225074E-308	2.225074E-308	1.161370143	ARG1+
ACAP1	2.225074E-308	2.225074E-308	1.100283674	ARG1+
FKBP5	2.225074E-308	2.225074E-308	0.995246077	ARG1+
IL18R1	2.225074E-308	2.225074E-308	0.880271801	ARG1+
IGLC2	2.225074E-308	2.225074E-308	0.690528537	ARG1+
RNF10	5.19E-307	1.32E-302	1.121082169	ARG1+
SLC40A1	7.47E-302	1.90E-297	1.41658204	ARG1+
SULT1B1	1.36E-290	3.46E-286	1.476261508	ARG1+
DYSF	2.15E-289	5.45E-285	1.07050785	ARG1+
ANXA3	2.58E-289	6.56E-285	1.012709962	ARG1+
SNX3	6.21E-289	1.58E-284	1.238816667	ARG1+
AC092746-1	2.69E-288	6.84E-284	0.998670629	ARG1+
STXBP2	3.92E-287	9.95E-283	1.169420661	ARG1+
IL17RA	3.33E-279	8.46E-275	0.956267754	ARG1+
GADD45A	2.27E-278	5.77E-274	1.491164722	ARG1+
TPST2	6.14E-278	1.56E-273	1.032601307	ARG1+
CCNJL	1.63E-277	4.15E-273	1.017426297	ARG1+
RBMS1	2.93E-276	7.43E-272	0.925001691	ARG1+
IL1R2	2.02E-272	5.14E-268	1.840080511	ARG1+
MLXIP	1.62E-271	4.12E-267	1.069907995	ARG1+
PDZD8	2.07E-270	5.27E-266	0.906146011	ARG1+
FAR1	1.89E-262	4.80E-258	1.0049238	ARG1+
IL18RAP	2.31E-262	5.88E-258	0.704131349	ARG1+
RIPOR2	5.24E-262	1.33E-257	1.023529921	ARG1+
PHF21A	1.69E-257	4.29E-253	0.783140366	ARG1+
CAP1	6.07E-256	1.54E-251	0.864333138	ARG1+
RGS18	7.49E-255	1.90E-250	0.902644582	ARG1+
DHRS13	8.55E-254	2.17E-249	1.206379961	ARG1+
PCNX1	5.42E-253	1.38E-248	0.768455901	ARG1+
RAD23B	1.70E-251	4.32E-247	0.87600363	ARG1+
ATP5F1E	2.21E-250	5.61E-246	0.64981912	ARG1+
SLC25A37	1.89E-247	4.80E-243	0.941271916	ARG1+
JAK3	2.05E-245	5.22E-241	0.881092309	ARG1+
CDKN2D	3.12E-245	7.92E-241	0.802402814	ARG1+
MGAM	3.35E-243	8.52E-239	0.759947994	ARG1+
ALOX5	4.91E-242	1.25E-237	0.833044634	ARG1+
SELPLG	2.37E-241	6.01E-237	0.818305319	ARG1+
LINC01127	1.46E-239	3.71E-235	1.155750873	ARG1+
ENTPD1	2.67E-239	6.79E-235	0.802811517	ARG1+
KIAA0825	1.81E-232	4.61E-228	1.165985608	ARG1+
EXOC6	2.81E-228	7.12E-224	0.824344647	ARG1+
PLP2	3.62E-228	9.19E-224	0.736307133	ARG1+
STXBP5	2.14E-227	5.44E-223	1.025223268	ARG1+
MALAT1	8.08E-227	2.05E-222	1.844549818	ARG1+
ACTR2	2.04E-226	5.17E-222	0.717189195	ARG1+
C1orf162	2.67E-226	6.79E-222	0.876430467	ARG1+
PTPRC	3.64E-224	9.25E-220	0.897257144	ARG1+
KIAA0930	1.72E-223	4.37E-219	1.022478118	ARG1+
IL4R	1.20E-221	3.05E-217	0.819281646	ARG1+
NARF	3.76E-219	9.55E-215	0.92849863	ARG1+
SEMA4A	2.35E-218	5.98E-214	0.717989998	ARG1+
FBXO9	1.00E-217	2.54E-213	1.348072797	ARG1+
IQGAP1	1.03E-215	2.61E-211	0.705709777	ARG1+
TRIM8	4.94E-214	1.25E-209	0.733586261	ARG1+
ITGAM	9.15E-212	2.32E-207	0.711177786	ARG1+
MIDN	1.33E-209	3.38E-205	0.699660317	ARG1+
CSGALNACT2	5.30E-209	1.35E-204	0.599668041	ARG1+
PAFAH1B2	1.12E-207	2.85E-203	0.740555578	ARG1+
SORL1	2.24E-206	5.70E-202	0.794356144	ARG1+
MCEMP1	1.35E-205	3.42E-201	0.702576895	ARG1+
DPYD	2.09E-203	5.29E-199	0.773520351	ARG1+
HIPK3	6.18E-203	1.57E-198	0.772861889	ARG1+
CAT	2.71E-201	6.89E-197	1.68246234	ARG1+
INKA2	1.01E-200	2.56E-196	1.491985841	ARG1+
BCL6	1.58E-200	4.01E-196	0.76302506	ARG1+
ZBTB7A	4.19E-200	1.06E-195	1.232802317	ARG1+
ACOX1	8.98E-199	2.28E-194	0.612800113	ARG1+
ITGAL	6.65E-198	1.69E-193	0.60529314	ARG1+
HMGB2	9.88E-198	2.51E-193	0.696237836	ARG1+
GCA	1.80E-196	4.56E-192	0.817566921	ARG1+
01-Mar	1.92E-196	4.88E-192	0.949096367	ARG1+
UBE2J1	1.93E-196	4.90E-192	0.68989761	ARG1+
HK3	2.66E-195	6.76E-191	0.928562562	ARG1+
ACTN1	7.83E-195	1.99E-190	0.704646509	ARG1+
AOAH	3.91E-193	9.92E-189	0.872266981	ARG1+
SRPK1	2.08E-189	5.28E-185	0.584538308	ARG1+
STAT5B	1.41E-188	3.59E-184	0.54868594	ARG1+
FAM217B	2.03E-188	5.14E-184	1.056877412	ARG1+
SIPA1L2	2.80E-187	7.12E-183	0.637197549	ARG1+
CDKN1B	2.63E-186	6.68E-182	1.081844653	ARG1+
MANSC1	5.35E-186	1.36E-181	1.208817667	ARG1+
CCNDBP1	7.46E-186	1.90E-181	0.650850746	ARG1+
APOBR	8.28E-184	2.10E-179	0.606923025	ARG1+
POR	1.71E-183	4.35E-179	0.553774027	ARG1+
RNF24	1.89E-183	4.79E-179	0.601839057	ARG1+
PTPN6	2.63E-183	6.67E-179	0.625522999	ARG1+
MNDA	1.12E-182	2.85E-178	0.605472902	ARG1+
AGTPBP1	7.56E-182	1.92E-177	0.640767563	ARG1+
MAP2K6	2.33E-181	5.91E-177	1.26703314	ARG1+
DDX6	3.89E-181	9.88E-177	0.763263169	ARG1+
NBEAL2	6.21E-181	1.58E-176	0.702436024	ARG1+
SLC22A15	2.47E-180	6.28E-176	0.90423551	ARG1+
GNAQ	2.70E-179	6.84E-175	0.766900579	ARG1+
CSF3R	3.38E-179	8.59E-175	0.822103521	ARG1+
S100P	1.47E-178	3.74E-174	0.998269714	ARG1+
SERPINA1	4.17E-176	1.06E-171	0.678410901	ARG1+
MMP25	1.42E-174	3.61E-170	0.536512025	ARG1+
SSH1	5.30E-174	1.35E-169	0.864310343	ARG1+
PLBD1	9.64E-174	2.45E-169	0.650182626	ARG1+
RSBN1	9.69E-174	2.46E-169	0.538843895	ARG1+
GSN	2.23E-173	5.65E-169	0.550033647	ARG1+
RTN3	8.13E-173	2.06E-168	0.630630596	ARG1+
PLIN3	1.05E-172	2.67E-168	0.742865902	ARG1+
CLIP1	7.68E-172	1.95E-167	0.648296909	ARG1+
PPP1R3D	1.19E-171	3.01E-167	0.893511092	ARG1+
CELF2	1.53E-171	3.88E-167	0.621398501	ARG1+
ATP5MPL	9.57E-171	2.43E-166	0.492575658	ARG1+
SKAP2	1.40E-170	3.56E-166	0.721920485	ARG1+
ROCK1	4.24E-170	1.08E-165	0.544998528	ARG1+
PLIN5	5.01E-168	1.27E-163	0.727437489	ARG1+
LRP10	6.03E-168	1.53E-163	0.696515017	ARG1+
S100A11	5.75E-167	1.46E-162	1.056571655	ARG1+
SNHG16	6.64E-167	1.69E-162	1.015824633	ARG1+
MME	7.75E-167	1.97E-162	0.643021235	ARG1+
ICAM3	2.31E-165	5.86E-161	0.456976812	ARG1+
PGS1	6.48E-165	1.65E-160	0.468052738	ARG1+
PXK	1.82E-164	4.63E-160	0.640032118	ARG1+
ANXA1	4.71E-164	1.20E-159	1.084494316	ARG1+
RGS14	5.86E-164	1.49E-159	0.718795871	ARG1+
MLLT1	1.29E-162	3.29E-158	0.647464038	ARG1+
UBE2H	3.92E-162	9.97E-158	0.80681263	ARG1+
NUP214	1.28E-161	3.24E-157	0.826515982	ARG1+
CEBPD	2.33E-160	5.91E-156	0.584747725	ARG1+
NCF4	6.10E-160	1.55E-155	0.6111397	ARG1+
IDI1	6.77E-160	1.72E-155	0.588934655	ARG1+
RAB3D	8.95E-160	2.27E-155	0.799581927	ARG1+
PSTPIP2	1.88E-159	4.77E-155	0.862717971	ARG1+
TMEM165	2.56E-159	6.50E-155	1.195719721	ARG1+
AGO4	1.41E-158	3.59E-154	0.698627843	ARG1+
ANKRD13D	8.24E-158	2.09E-153	0.556045982	ARG1+
TLE4	9.75E-158	2.48E-153	0.634096869	ARG1+
FBXL5	2.82E-157	7.16E-153	0.540738781	ARG1+
PTBP3	3.19E-157	8.09E-153	0.515006019	ARG1+
PXN	5.11E-157	1.30E-152	0.492719965	ARG1+
PGLYRP1	5.39E-157	1.37E-152	0.945365479	ARG1+
UNC13D	8.31E-157	2.11E-152	0.495639093	ARG1+
ENO1	2.22E-156	5.63E-152	0.425482667	ARG1+
ARID3A	1.09E-155	2.78E-151	0.55949891	ARG1+
NIN	4.87E-153	1.24E-148	0.541450497	ARG1+
PJA2	1.55E-152	3.95E-148	0.635535888	ARG1+
JAK2	2.05E-152	5.20E-148	1.134995154	ARG1+
